LogFiles\autoLog_13_4_3_14_43_18.txt
aTest.ds
198	198	Start	-100	0	0
145	343	fNext	-100	0	0
3980	3835	keypress	-10	32	1
3980	3835	space	-2	32	1
3980	3835	fRespond	1	1	1
3980	3835	fNext	1	1	0
7149	3169	keypress	-10	32	1
7149	3169	space	-2	32	1
7149	3169	fRespond	1	1	1
7149	3169	fNext	1	2	0
37150	30001	fTimeout	1	10	0
37150	30001	fNext	1	3	0
67151	30001	fTimeout	1	1	0
67151	30001	fNext	1	4	0
97152	30001	fTimeout	1	10	0
97152	30001	fNext	1	5	0
127153	30001	fTimeout	1	1	0
127153	30001	fNext	1	6	0
142497	15344	keypress	-10	27	1
142497	15344	Escape	-2	27	1
142497	15344	fAbort	1	10	0
142497	15344	fNext	1	7	0
142497	0	End	-100	0	0
