LogFiles\autoLog_13_3_10_17_10_34.txt
Sample.txt
699	699	Start	-100	0	0
101	800	fNext	-100	0	0
1009	908	keypress	-10	32	1
1009	908	space	-2	32	1
1009	908	fRespond	1	-1	1
1010	909	fNext	1	1	0
1233	223	mouseclick	-1	317	415
1673	663	mouseclick	-1	468	385
1849	839	mouseclick	-1	518	441
2017	1007	mouseclick	-1	511	472
2345	1335	mouseclick	-1	318	428
2553	1543	mouseclick	-1	288	378
3121	2111	keypress	-10	32	1
3121	2111	space	-2	32	1
3310	2300	fTimeout	1	-1	1
3314	2304	fNext	1	2	0
3441	127	keypress	-10	32	1
3441	127	space	-2	32	1
3441	127	fRespond	10	1	1
3442	128	fNext	10	3	0
3649	207	keypress	-10	32	1
3649	207	space	-2	32	1
4543	1101	fTimeout	1	-1	1
4547	1105	fNext	1	4	0
