LogFiles\autoLog_13_3_16_14_20_50.txt
3minPVT.ds
700	700	Start	-100	0	0
79	779	fNext	-100	0	0
18850	18771	keypress	-10	32	1
18850	18771	space	-2	32	1
18850	18771	fRespond	1	-1	1
18853	18774	fNext	1	1	0
25374	6521	fTimeout	1	-1	0
25378	6525	fNext	1	2	0
25668	290	keypress	-10	32	1
25668	290	space	-2	32	1
25668	290	fRespond	10	1	1
25668	290	fNext	10	3	0
26672	1004	fTimeout	11	-1	0
26676	1008	fNext	11	4	0
33925	7249	fTimeout	1	-1	0
33929	7253	fNext	1	5	0
34180	251	keypress	-10	32	1
34180	251	space	-2	32	1
34180	251	fRespond	10	1	1
34181	252	fNext	10	6	0
35184	1003	fTimeout	11	-1	0
35188	1007	fNext	11	7	0
42498	7310	fTimeout	1	-1	0
42502	7314	fNext	1	8	0
42758	256	keypress	-10	32	1
42758	256	space	-2	32	1
42758	256	fRespond	10	1	1
42759	257	fNext	10	9	0
43761	1002	fTimeout	11	-1	0
43765	1006	fNext	11	10	0
46630	2865	keypress	-10	32	1
46630	2865	space	-2	32	1
48827	5062	fTimeout	1	-1	1
48831	5066	fNext	1	11	0
49127	296	keypress	-10	32	1
49127	296	space	-2	32	1
49127	296	fRespond	10	1	1
49127	296	fNext	10	12	0
50129	1002	fTimeout	11	-1	0
50133	1006	fNext	11	13	0
52361	2228	fTimeout	1	-1	0
52365	2232	fNext	1	14	0
52727	362	keypress	-10	32	1
52728	363	space	-2	32	1
52728	363	fRespond	10	1	1
52728	363	fNext	10	15	0
53731	1003	fTimeout	11	-1	0
53735	1007	fNext	11	16	0
58113	4378	fTimeout	1	-1	0
58117	4382	fNext	1	17	0
58408	291	keypress	-10	32	1
58408	291	space	-2	32	1
58408	291	fRespond	10	1	1
58409	292	fNext	10	18	0
59413	1004	fTimeout	11	-1	0
59417	1008	fNext	11	19	0
67081	7664	fTimeout	1	-1	0
67085	7668	fNext	1	20	0
67353	268	keypress	-10	32	1
67353	268	space	-2	32	1
67353	268	fRespond	10	1	1
67353	268	fNext	10	21	0
68356	1003	fTimeout	11	-1	0
68360	1007	fNext	11	22	0
76083	7723	fTimeout	1	-1	0
76087	7727	fNext	1	23	0
76346	259	keypress	-10	32	1
76346	259	space	-2	32	1
76346	259	fRespond	10	1	1
76348	261	fNext	10	24	0
77350	1002	fTimeout	11	-1	0
77354	1006	fNext	11	25	0
85119	7765	fTimeout	1	-1	0
85123	7769	fNext	1	26	0
85372	249	keypress	-10	32	1
85372	249	space	-2	32	1
85372	249	fRespond	10	1	1
85375	252	fNext	10	27	0
86377	1002	fTimeout	11	-1	0
86381	1006	fNext	11	28	0
94040	7659	fTimeout	1	-1	0
94044	7663	fNext	1	29	0
94285	241	keypress	-10	32	1
94285	241	space	-2	32	1
94285	241	fRespond	10	1	1
94288	244	fNext	10	30	0
95292	1004	fTimeout	11	-1	0
95296	1008	fNext	11	31	0
99180	3884	fTimeout	1	-1	0
99184	3888	fNext	1	32	0
99454	270	keypress	-10	32	1
99454	270	space	-2	32	1
99454	270	fRespond	10	1	1
99455	271	fNext	10	33	0
100456	1001	fTimeout	11	-1	0
100460	1005	fNext	11	34	0
106866	6406	fTimeout	1	-1	0
106869	6409	fNext	1	35	0
107103	234	keypress	-10	32	1
107103	234	space	-2	32	1
107103	234	fRespond	10	1	1
107106	237	fNext	10	36	0
108107	1001	fTimeout	11	-1	0
108111	1005	fNext	11	37	0
111489	3378	fTimeout	1	-1	0
111493	3382	fNext	1	38	0
111760	267	keypress	-10	32	1
111760	267	space	-2	32	1
111760	267	fRespond	10	1	1
111762	269	fNext	10	39	0
112766	1004	fTimeout	11	-1	0
112770	1008	fNext	11	40	0
120099	7329	fTimeout	1	-1	0
120103	7333	fNext	1	41	0
120353	250	keypress	-10	32	1
120353	250	space	-2	32	1
120353	250	fRespond	10	1	1
120355	252	fNext	10	42	0
121359	1004	fTimeout	11	-1	0
121363	1008	fNext	11	43	0
127702	6339	fTimeout	1	-1	0
127706	6343	fNext	1	44	0
127954	248	keypress	-10	32	1
127954	248	space	-2	32	1
127954	248	fRespond	10	1	1
127955	249	fNext	10	45	0
128958	1003	fTimeout	11	-1	0
128962	1007	fNext	11	46	0
136638	7676	fTimeout	1	-1	0
136641	7679	fNext	1	47	0
136887	246	keypress	-10	32	1
136887	246	space	-2	32	1
136887	246	fRespond	10	1	1
136888	247	fNext	10	48	0
137889	1001	fTimeout	11	-1	0
137893	1005	fNext	11	49	0
143142	5249	fTimeout	1	-1	0
143146	5253	fNext	1	50	0
143396	250	keypress	-10	32	1
143396	250	space	-2	32	1
143396	250	fRespond	10	1	1
143398	252	fNext	10	51	0
144399	1001	fTimeout	11	-1	0
144403	1005	fNext	11	52	0
151197	6794	fTimeout	1	-1	0
151201	6798	fNext	1	53	0
151445	244	keypress	-10	32	1
151445	244	space	-2	32	1
151445	244	fRespond	10	1	1
151446	245	fNext	10	54	0
152449	1003	fTimeout	11	-1	0
152453	1007	fNext	11	55	0
154006	1553	keypress	-10	32	1
154006	1553	space	-2	32	1
154506	2053	keypress	-10	32	1
154506	2053	space	-2	32	1
154539	2086	keypress	-10	32	1
154539	2086	space	-2	32	1
154572	2119	keypress	-10	32	1
154572	2119	space	-2	32	1
154604	2151	keypress	-10	32	1
154604	2151	space	-2	32	1
154638	2185	keypress	-10	32	1
154638	2185	space	-2	32	1
154671	2218	keypress	-10	32	1
154671	2218	space	-2	32	1
159928	7475	fTimeout	1	-1	1
159932	7479	fNext	1	56	0
160183	251	keypress	-10	32	1
160183	251	space	-2	32	1
160183	251	fRespond	10	1	1
160184	252	fNext	10	57	0
161186	1002	fTimeout	11	-1	0
161190	1006	fNext	11	58	0
166622	5432	fTimeout	1	-1	0
166626	5436	fNext	1	59	0
166888	262	keypress	-10	32	1
166888	262	space	-2	32	1
166888	262	fRespond	10	1	1
166891	265	fNext	10	60	0
167892	1001	fTimeout	11	-1	0
167896	1005	fNext	11	61	0
173959	6063	fTimeout	1	-1	0
173963	6067	fNext	1	62	0
174217	254	keypress	-10	32	1
174217	254	space	-2	32	1
174217	254	fRespond	10	1	1
174219	256	fNext	10	63	0
175221	1002	fTimeout	11	-1	0
175225	1006	fNext	11	64	0
181173	5948	fTimeout	1	-1	0
181177	5952	fNext	1	65	0
181450	273	keypress	-10	32	1
181450	273	space	-2	32	1
181450	273	fRespond	10	1	1
181453	276	fNext	10	66	0
182455	1002	fTimeout	11	-1	0
182459	1006	fNext	11	67	0
185597	3138	fTimeout	1	-1	0
185601	3142	fNext	1	68	0
185850	249	keypress	-10	32	1
185850	249	space	-2	32	1
185850	249	fRespond	10	1	1
185854	253	fNext	10	69	0
186855	1001	fTimeout	11	-1	0
186859	1005	fNext	11	70	0
192104	5245	fTimeout	1	-1	0
192108	5249	fNext	1	71	0
192363	255	keypress	-10	32	1
192363	255	space	-2	32	1
192363	255	fRespond	10	1	1
192364	256	fNext	10	72	0
193368	1004	fTimeout	11	-1	0
193372	1008	fNext	11	73	0
199022	5650	fTimeout	1	-1	0
199026	5654	fNext	1	74	0
199325	299	keypress	-10	32	1
199325	299	space	-2	32	1
199325	299	fRespond	10	1	1
199326	300	fNext	10	75	0
200329	1003	fTimeout	11	-1	0
200333	1007	fNext	11	76	0
202550	2217	fTimeout	1	-1	0
202554	2221	fNext	1	77	0
202909	355	keypress	-10	32	1
202909	355	space	-2	32	1
202909	355	fRespond	10	1	1
202910	356	fNext	10	78	0
203912	1002	fTimeout	11	-1	0
203916	1006	fNext	11	79	0
210505	6589	fTimeout	1	-1	0
210510	6594	fNext	1	80	0
210750	240	keypress	-10	32	1
210750	240	space	-2	32	1
210750	240	fRespond	10	1	1
210754	244	fNext	10	81	0
211758	1004	fTimeout	11	-1	0
211762	1008	fNext	11	82	0
217321	5559	fTimeout	1	-1	0
217325	5563	fNext	1	83	0
217615	290	keypress	-10	32	1
217615	290	space	-2	32	1
217615	290	fRespond	10	1	1
217618	293	fNext	10	84	0
218619	1001	fTimeout	11	-1	0
218623	1005	fNext	11	85	0
221161	2538	fTimeout	1	-1	0
221165	2542	fNext	1	86	0
221520	355	keypress	-10	32	1
221520	355	space	-2	32	1
221520	355	fRespond	10	1	1
221522	357	fNext	10	87	0
222526	1004	fTimeout	11	-1	0
222530	1008	fNext	11	88	0
230132	7602	fTimeout	1	-1	0
230136	7606	fNext	1	89	0
230369	233	keypress	-10	32	1
230369	233	space	-2	32	1
230369	233	fRespond	10	1	1
230372	236	fNext	10	90	0
231375	1003	fTimeout	11	-1	0
231379	1007	fNext	11	91	0
234889	3510	fTimeout	1	-1	0
234893	3514	fNext	1	92	0
235154	261	keypress	-10	32	1
235154	261	space	-2	32	1
235154	261	fRespond	10	1	1
235158	265	fNext	10	93	0
236160	1002	fTimeout	11	-1	0
236164	1006	fNext	11	94	0
239218	3054	fTimeout	1	-1	0
239222	3058	fNext	1	95	0
239490	268	keypress	-10	32	1
239490	268	space	-2	32	1
239490	268	fRespond	10	1	1
239490	268	fNext	10	96	0
240494	1004	fTimeout	11	-1	0
240498	1008	fNext	11	97	0
295482	54984	keypress	-10	32	1
295482	54984	space	-2	32	1
295482	54984	fRespond	1	-1	1
295484	54986	fNext	1	98	0
295484	0	End	-100	0	0
