LogFiles\autoLog_13_3_10_0_15_55.txt
cpt.ds
154	154	Start	-100	0	0
45	199	fNext	-100	0	0
912	867	keypress	-10	32	1
912	867	space	-2	32	1
912	867	fRespond	1	-1	1
915	870	fNext	1	1	0
2917	2002	fTimeout	1	-1	0
2921	2006	fNext	1	2	0
3422	501	fTimeout	1	0	0
3426	505	fNext	1	3	0
3927	501	fTimeout	1	-1	0
3931	505	fNext	1	4	0
4435	504	fTimeout	1	0	0
4439	508	fNext	1	5	0
4943	504	fTimeout	1	-1	0
4947	508	fNext	1	6	0
5450	503	fTimeout	1	0	0
5454	507	fNext	1	7	0
5955	501	fTimeout	1	-1	0
5959	505	fNext	1	8	0
6463	504	fTimeout	1	0	0
6467	508	fNext	1	9	0
6968	501	fTimeout	1	-1	0
6972	505	fNext	1	10	0
7475	503	fTimeout	1	0	0
7479	507	fNext	1	11	0
7980	501	fTimeout	1	-1	0
7984	505	fNext	1	12	0
8487	503	fTimeout	1	1	0
8491	507	fNext	1	13	0
8992	501	fTimeout	1	-1	0
8995	504	fNext	1	14	0
9497	502	fTimeout	1	1	0
9501	506	fNext	1	15	0
10003	502	fTimeout	1	-1	0
10007	506	fNext	1	16	0
